url,title,time,narrative
https://newsinfo.inquirer.net/935096/carl-arnaiz-was-on-his-knees-when-cops-shot-him-say-2-witnesses,"Carl Arnaiz was on his knees when cops shot him, say 2 witnesses","07:24 AM October 03, 2017","Tomas Bagcal (left) and another slay witness identified only as Daniel. —EDWIN BACASMAS
Two witnesses to the killing of 19-year-old Carl Angelo Arnaiz told a Senate inquiry on Monday that the boy was on his knees when he was shot and that the shooters were police officers, but differed on the time the shooting happened.
Appearing at the third hearing called by the Senate committee on public order and dangerous drugs, taxi driver Tomas Bagcal said he saw two police officers shoot Arnaiz at past 4 a.m. while another witness who gave his name as Joe Daniel said the shooting happened at 2 a.m. on Aug. 18.
ADVERTISEMENT







Both witnesses, however, attested that Arnaiz did not die in a gunfight with police but was killed in cold blood.
“The question now is that they have different times (of the incident) but they saw the same thing,” Sen. Panfilo Lacson, the committee chair, told reporters after the hearing.FEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

Lacson said the Department of Justice (DOJ) should look into who between the two witnesses was telling the truth, and suggested authorities conduct a reenactment of the shooting based on their accounts.
He said the different times given by the two witnesses as well as the conflicting findings of the police and the Public Attorney’s Office (PAO) on the entry and exit wounds of Arnaiz and the controversy about whether the body found in a creek in Nueva Ecija province was that of Arnaiz’s companion, 14-year-old Reynaldo de Guzman, could affect the case of government prosecutors. 
“It’s almost sure that there will be a finding of probable cause [against the Caloocan police officers] and the filing of information, but the question is, will this pass the test of guilty beyond reasonable doubt,” Lacson said.
At the hearing, Bagcal, on questioning by Sen. Grace Poe, said two boys boarded his cab after midnight on Aug. 18 in Pasig City and asked to be taken to 5th Avenue in Caloocan.
He said the older boy declared a holdup when they reached their destination.
Bagcal said the boy pulled out a knife but he managed to parry the attack.
He said a tricycle driver in the area helped him subdue his assailant and they took the two boys to the police station on 9th Avenue.
ADVERTISEMENT
 


Bagcal said a police officer at the station later told him they would kill the two boys who held him up but he insisted he just wanted to turn the two in.
He said a police officer who identified himself as Sir Lakay told him they would leave the precinct. He said he went to his cab to leave the premises.
It was then, he said, that Sir Lakay asked him whether he wanted the number of holdup men to be reduced.
He said they went back to the precinct and later he heard Sir Lakay give orders to bring the two boys to a patrol car.
But the boys and another police officer boarded his cab and they all headed toward Dagat-Dagatan accompanied by three police officers on motorbikes.
He said it was past 4 a.m. when they stopped at a gasoline station and the police officer made the two boys get off the cab. A patrol car was there, too, he said.
Bagcal said two police officers forced one of the boys to his knees. The boy raised his arms and pleaded for his life, he said, but was shot by the officers, whom he identified as PO1 Jeffrey Perez and PO1 Ricky Arquilita.
The two officers were at the hearing and were pointed out by Bagcal.
The other witness, Daniel, said he saw the shooting and it happened before 2 a.m. near a gas station along C3 Road.
He said he was looking for an eatery after attending the birthday party of a friend when he saw the shooting.


He said he did not see a taxi in the area.
But like Bagcal, he said he saw a younger boy inside the patrol car.
Daniel also identified Perez and Arquilita as the ones who shot the boy later identified as Arnaiz.
“Our process here is so dismaying and, more importantly, scary. The police should log in people who went to the precinct so there would be evidence that you were there so you won’t just disappear or be missing,” Poe said after questioning the two witnesses.
Poe also recommended protection for Daniel, whose face was covered throughout the hearing.
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/937345/speaker-blames-church-for-drop-in-dutertes-survey-numbers,Speaker blames Church for drop in Duterte’s survey numbers,"07:55 AM October 12, 2017","Speaker Pantaleon Alvarez on Wednesday lashed out at bishops critical of President Rodrigo Duterte and his bloody drug war, saying the Church should clean up its ranks of pedophiles first.
He pointed to the Catholic Bishops Conference of the Philippines (CBCP) as being one of the sources of “noise” that could have pulled down the satisfaction and trust ratings of the President, per the latest Social Weather Stations (SWS) survey.
ADVERTISEMENT







“Look at the CBCP. They squawk and squawk,” the Speaker told reporters.
ScandalsFEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

“They should fix their priests first. They have many scandals. There are many pedophiles [among them]. They should fix their ranks first. Why don’t they scold their own priests?” Alvarez said.
He said it was possible that the questions asked of the SWS respondents might have been biased against the President. 
“Let us look at whether there is no slant here or if it is being used to say the trust in the President has gone down,” Alvarez said.
“First, what were the questions? Second, what areas were surveyed? In Mindanao, there was no decline. In fact, it went up one point. But it went down in the Visayas and Mindanao. So let us ask SWS, what are the areas and what questions were asked,” he said.
Uniform surveys
Told that the SWS questions were uniform every survey period, Alvarez conceded he had not read the reports.
Net public satisfaction with Mr. Duterte plunged 18 points from +66 to +44, while his net trust rating declined 15 points from +75 to +60 in June, according to SWS.
ADVERTISEMENT
 


Alvarez also mistakenly attributed to SWS a statement that despite the fall in his popularity “there is still love” for the President.
He ranted that such a remark was unheard of coming from the pollster.
Told that the statement actually came from presidential spokesperson Ernesto Abella, Alvarez joked: “Well, for me, it’s hard to talk about love.”
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/943518/2-mindoro-cops-in-slay-of-crime-crusader-back-on-duty,2 Mindoro cops in slay of crime crusader back on duty,"05:19 AM November 07, 2017","Zenaida Luz
The two police officers charged with the murder of anticrime crusader Zenaida Luz in Oriental Mindoro province returned to their assignment, with their monthly salaries restored, in the Mimaropa (Mindoro, Marinduque, Romblon, Palawan) regional police.
Senior Insp. Magdalino Pimentel Jr. and Insp. Markson Almeranez have been put on duty and assigned to the Mimaropa police’s Personnel and Human Resource Doctrine Development Division (R1), according to Supt. William Destura, head of the Philippine National Police Internal Affairs Service in Oriental Mindoro.
ADVERTISEMENT







Although the two were officially “back on duty,” Destura on Monday said they would not be given assignments in the “mainstream [force], like handling a police station or in the [Provincial] Public Safety Company (PPSC).”
They are also not allowed to carry firearms.FEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

Pimentel and Almeranez were relieved from the PPSC and as police chief of Socorro town (Oriental Mindoro), respectively, following their arrest in relation to Luz’s murder.
Luz, 51, was the regional chair of the Citizens Crime Watch, an anticrime watchdog, when she was shot and killed in front of her house in Barangay Maligaya in Gloria town on Oct. 9 last year. 
Pimentel and Almeranez, who wore a balaclava and a woman’s wig on the night of Luz’s murder, were arrested by Gloria policemen after a pursuit. Two other suspects escaped.
The policemen were detained in the Gloria police station after two months under hospital arrest. They were later transferred to the National Bureau of Investigation’s detention facility in Manila.
In August, the court handling the murder case allowed their temporary release after posting bail worth a total of P1 million. The court granted the policemen’s petition for bail, saying the prosecution failed to establish “conspiracy” in the murder.
“After they posted bail, their forced leave [in the PNP] was also [lifted] and so [the payment of] their salaries resumed,” Destura said.
The suspension of the payment of their salaries, however, did not cover their two-month stay in the hospital “because the case had not yet been docketed at that time,” Destura said.
ADVERTISEMENT
 


Also in August, Chief Supt. Wilben Mayor, Mimaropa police director, signed the officers’ dismissal order after they were found liable for grave misconduct.
Records showed that the policemen spent only eight months in detention.
Supt. Imelda Tolentino, spokesperson for the Mimaropa police, said the policemen were asked to report to the regional police office in Calapan City on Oct. 17 to receive a copy of the dismissal order.
Pimentel and Almeranez have yet to file an appeal to the administrative case. On Nov. 3, they sought an extension to file their motion for reconsideration.
Earlier, Luz’s relatives chided the government for claiming that there were no extrajudicial killings (EJKs) on President Duterte’s watch.
According to them, Luz’s death is one that perfectly fits the EJK profile.
“Isn’t it [an EJK] when a state agent, someone in authority, unjustly kills a helpless civilian?” her sister Perlita Alvarez said in an earlier interview. “To me, that should be clear enough.”—MARICAR CINCO
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/938172/our-place-is-no-longer-safe,‘Our place is no longer safe’,"07:06 AM October 16, 2017","Parishioners from the cities of Legazpi, Ligao and Tabaco in Albay assemble at the Albay Cathedral after holding rallies in their churches calling for an end to street killings and a start to a healing process. —MICHAEL JAUCIAN
LEGAZPI CITY — We don’t want to be the next victim of summary killings.
This was the common cry of thousands of parishioners, including the youth, from churches all over Albay province at rallies in three cities — Ligao, Tabaco and this city — against the street executions of drug suspects.
ADVERTISEMENT







Students and members of youth groups, some of them Church-backed, carried placards and prayed the Rosary with other participants in the rallies.
In this city, protesters assembled at St. Raphael Church and walked 4 kilometers to Albay Cathedral, which was designated as convergence area for the rallies that carried the theme “Stop the killings, start the healing.”FEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

Vincent Dominic Salinel, 18, a student of St. Peter’s Academy in Polangui town, said he joined the rallies because he believed these could draw government attention and help put a stop to the gangland-style executions of suspected drug users and pushers in mostly urban poor communities.
“I really feel sorry for the victims especially those students who were wrongly identified and killed by authorities,” he said.
“This has to be stopped,” he said. 
Kyle Escalada, a Grade 11 student of Divine World College of Legazpi Senior High School Department, said being at the rally was his way of sympathizing with relatives of victims of killings.
“I am offering prayers for them, that they may be comforted at all times,” he said.
He said he was “sick and tired” of hearing news about killings in the country.
“Our place is no longer safe,” he said.
“We don’t want to become another Kian,” Kyle said. “We want to enjoy our life to the fullest so please let’s stop the killings,” he said.
ADVERTISEMENT
 


He was referring to 17-year-old Kian delos Santos who was killed by police in a drug operation in Caloocan City in Metro Manila.
Rev. Fr. Rex Arjona, Social Action Center director of the Diocese of Legazpi, said the main objective of the rallies was to raise the level of consciousness among the faithful about why the killings should stop and the process of healing should start.
“The call to stop the killings is a shared responsibility,” Arjona said. “It has to be a concerted effort, not only by the police or by the government and even by the Church.”
He said Church leaders were also calling on the government to practice accountability and transparency since good governance was attainable only if human rights and lives were respected.
After Mass, Bishop Joel Baylon, head of Diocese of Legazpi, and parishioners lit candles praying for government enlightenment.
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/942037/relatives-of-ejk-victims-remember-loved-ones-in-qc-mass,Relatives of EJK victims remember loved ones in QC Mass,"07:26 AM November 01, 2017","BLESSING RITES Fr. Ben Alforque sprinkles holy water on the pictures of people killed in the government’s war on illegal drugs. Their relatives, friends and members of religious and human rights groups offered flowers and lit candles for them during a Mass in Quezon City. —JOAN BONDOC
The families of at least 30 victims of President Rodrigo Duterte’s brutal war on drugs gathered at a Quezon City church on Tuesday, eve of All Saints’ Day, to remember their slain loved ones and press their demand for justice.
Mothers, fathers, spouses and children of the victims attended a Mass offered for the departed at San Isidro Labrador Parish Church in Bagong Silangan village.
ADVERTISEMENT







Catholic priest Gilbert Billena, in his homily, said the victims would not find peace if their families would not seek justice.
“It might not be today or tomorrow, but we believe that we would attain justice if we act together,” he said. “And the day will come that God would hear our prayers, our shouts, and our hopes.”FEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

Billena is also the spokesperson for the ecumenical group, Rise Up for Life and for Rights.
Aside from prayers, the families also offered flowers and candles for the victims. 
They also shared stories of how they lost their parents or children, and comforted each other in tight embraces.
During the Mass, Erlinda Baginon, 69, could not stop weeping.
Her son, Antonio, was one of the first victims of the war on drugs that President Duterte launched right after taking office in June last year.
Antonio was shot dead by three unidentified men inside his home at Humanity Village in Bagong Silangan on July 11, 2016.
The 51-year-old was also the first to be killed in the village, where many of the city’s poorest reside.
ADVERTISEMENT
 


“Without my son, I do not know what to do,” Erlinda said. “I do not have money even to visit his grave in Bagbag Public Cemetery or buy candles for him.”
From July 2016 to July 2017, at least 37 people were killed in Bagong Silangan, Billena said.
“Even us priests find it hard to sleep as we hear gunshots at nighttime … We became traumatized from hearing the sirens of ambulances,” he said.
Quezon City Police District records showed that since the start of the war on drugs, more than 900 people have been killed in the city, with 369 slain in police operations.
More than 540 have been killed by unknown assailants—cases described by the police as “deaths under investigation.”
The Batasan Police Station, which covers Bagong Silangan and five other villages, topped the district’s 12 stations in the number of deaths: 339 killed by unknown gunmen, 120 slain by police in drug raids.
After the Mass, the families of the victims gathered at the Batasan Police Station, just across the House of Representatives, to offer flowers for their slain loved ones.
The families also called on the police to fulfill their duty to serve and protect the people.
“This symbolizes the scene of the crime, because many families believe that their relatives were killed by the police,” said Nardy Sabino of Rise Up.
“We hope the police understand why we’re here, because those they killed also had dreams like them,” Sabino added.


Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/939728/war-on-drugs-michael-siaron-jennilyn-olayres-ernesto-abella-drug-killings-extrajudicial-killings-nesty-santiago-rodrigo-duterte-pdea-pnp,‘Drug ring killed pedicab driver’,"07:21 AM October 22, 2017","This poignant Inquirer front-page photo, taken by Raffy Lerma, shows Jennilyn Olayres cradling her dead partner Michael Siaron, who was shot by motorcycle-riding men in Pasay City on July 23 last year.
Slain pedicab driver Michael Siaron, who became a global poster boy against the Duterte administration’s war on drugs, was actually killed by a drug syndicate and not by the police,  Malacañang said on Saturday.
The 30-year-old Siaron, whom police believed to be a drug pusher, was gunned down in Pasay City last year by motorcycle-riding men who left a cardboard sign with the words “Pusher ako, wag tularan [I’m a pusher, do not imitate]” near his body.
ADVERTISEMENT







The Inquirer’s front-page photo on July 24, 2016, showed Siaron’s partner, Jennilyn Olayres, cradling his body at the crime scene. The Pieta-like image drew widespread attention.
Police evidenceFEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

Presidential spokesperson Ernesto Abella said police evidence indicated that Siaron was killed by a drug ring member.
“Authorities have put closure on the death of Michael Siaron, whose photo was compared to the Pieta image, after ballistic examination from a recovered firearm revealed that he was killed by a member of a syndicate also involved in the illegal drug trade,” Abella said. 
Killer also killed
He issued the statement after the Pasay City police identified Siaron’s alleged killer as Nesty Santiago, from whom lawmen supposedly recovered a firearm that was later subjected to a ballistic test.
Santiago himself was killed by motorcycle-riding gunmen on Dec. 29, 2016, five months after Siaron’s killing.
The police said that ballistic tests on Santiago’s gun matched the results of five other cases, all involving drugs. He was apparently a member of a syndicate involved in robberies, car thefts, hired killings and illegal drugs, the police added.
Abella said that the findings on Siaron’s death supported the administration’s claim that drug syndicates were behind many of the killings in the country.
ADVERTISEMENT
 


Eliminating each other
“The Siaron case verifies what government has said from the start of the campaign… Many of these killings were perpetrated by those involved in drug operations as well—drug traffickers and pushers eliminating each other,” he said.
Premature attribution
“The relentless attribution of such killings to police operations was both premature and unfair to law-abiding enforcement officers who risk life and limb to stop the proliferation of illegal drugs in our society,” he added.
Abella said the government would continue to pursue cases of deaths under investigation to identify the culprits and bring them to justice.
The day after Siaron’s death, Mr. Duterte said in his first State of the Nation Address on July 25 that the media was trying to portray Siaron as Jesus Christ in Michelangelo’s Pieta sculpture.
“That’s how they are. We’re being melodramatic here,” he had said in Filipino.
But while recent opinion polls suggest 8 in 10 Filipinos support the drug war, the President’s trust and satisfaction ratings sustained their biggest drops since he assumed office.
Mr. Duterte subsequently pulled the Philippine National Police out of the drug war for the second time and designated the Philippine Drug Enforcement Agency as lead agency.
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/947654/war-on-drugs-drug-killings-extrajudicial-killings-doh-drug-rehabilitation-doh-francisco-duque-iii,DOH to make drug rehab accessible,"07:03 AM November 26, 2017","Health Secretary Francisco Duque III INQUIRER FILE PHOTO
The Department of Health (DOH) has bared its plans to ensure that drug rehabilitation services are more accessible and a better fit for the country’s drug dependents who are in need of treatment.
Out of the 17 regions in the country, only the Mimaropa (Mindoro, Marinduque, Romblon and Palawan) region and the Autonomous Region in Muslim Mindanao do not have a regional drug abuse treatment and rehabilitation center (DATRC).
ADVERTISEMENT







“No bigger effort has been mounted in the fight against drugs, with so many government and nongovernment agencies involved recognizing that drug addiction is a multifaceted problem that must be faced on many fronts,” Health Secretary Francisco Duque III said.
Duque made the remarks during the summit on illegal drug control and prevention in Davao City last week.FEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

The country has an estimated four million drug dependents, with around 2 percent in need of rehabilitation and support.
Earlier, Duque noted that large drug rehabilitation centers might be reconfigured as a complement to existing community-based drug rehabilitation facilities. 
This was after former Dangerous Drugs Board Chair Dionisio Santiago admitted that the mega drug rehabilitation center in Nueva Ecija was “a mistake” and “impractical.”
Santiago added that the funds used for the said facility could have been put to better use by funding smaller, community-based drug rehabilitation services.
Among the DOH’s plans are the development of DATRCs as one-stop shops offering treatment of substance use disorders as well as comorbidities and psychiatric conditions.
Soon, DATRC services will include treatment of substance use disorders such as alcohol and nicotine addiction.
“Regional hubs are envisioned to offer patients holistic rehabilitation from treatment to recovery, after-care and relapse prevention with maximum family involvement,” Duque said.
ADVERTISEMENT
 


Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/956762/drug-suspect-shot-dead-in-caloocan-city,Drug suspect shot dead in Caloocan City,"05:23 AM January 02, 2018","A man suspected of being involved in illegal drugs was gunned down in Caloocan City by a lone gunman just hours before the year ended, police said.
Jerry Boy Dalupan, 23, died after sustaining several bullet wounds in the head and body, said PO1 Ariel dela Cruz, investigator on the case.
ADVERTISEMENT







Dalupan was on the watch list of drug suspects and had been brought in several times for making trouble.
Dalupan was walking along Reparo Street in Barangay 82 at around 9:30 p.m. when a masked man suddenly pistol-whipped him in the head before shooting him, Dela Cruz said. —Krixia SubingsubingFEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/958192/relatives-of-20-year-old-mistaken-identity-victim-cry-for-justice,Relatives of 20-year-old ‘mistaken identity’ victim cry for justice,"06:00 PM January 07, 2018","The casket of Karl Anthony Nuñez, 20, lies on the same spot inside their house on Pajero Street, Barangay Sun Valley, Parañaque, where he was shot dead by gunmen last Dec. 26, 2017. (Photo by DEXTER CABALZA / Philippine Daily Inquirer)
Bernadette Nuñez was clutching two plane tickets back to Dubai in United Arab Emirates where she has worked for 17 years – one for her and another would have been for her youngest child, 20-year-old Karl Anthony Nuñez.
On Sunday, however, she was not taking any trip. Instead, she and her family laid Karl to rest at Loyola Memorial Park in Parañaque.
ADVERTISEMENT







They wore white shirts and head bands written with “Justice for Tutoy,” Karl as he was fondly called, claiming his death was another case of extrajudicial killing.
At rround 4 a.m. on Dec. 26, two masked men shot Karl outside their house on Pajero Street, Culdesac in Barangay Sun Valley, Parañaque.FEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

According to a police report, Karl was able to run inside their house but was still chased by the shooter.
“When we woke up, we just saw Tutoy lying on the ground with gunshots in the body and head, blood pouring from him,” Bernadette recalled. 
Police officers who arrived that noon told her the shooting might be a case of “mistaken identity.”
They said the suspects might be vigilantes looking for a robbery suspect called “Carlo Daga.”
Neighbors said that Carlo had not been living Sun Valley “for a long time.”
Asked to comment, Senior Supt. Leon Victor Rosete, chief of the Parañaque City Police Station, denied probers were looking into the “mistaken identity” angle.
“Who told them that? As far as I am concerned, our investigation has no leads on that,” Rosete said.
ADVERTISEMENT
 


At his burial on Sunday, Jan. 7, 2018, the family and friends of Karl, fondly called Tutoy, wore white bands and shirts calling for justice for his death. His family said he was not involved in drugs or any criminal activities, and was a actually a model son – a good basketball player, a volunteer rescuer and a youth leader in the making. (Photo by DEXTER CABALZA / Philippine Daily Inquirer)
He added that the only update they had on the case as of Sunday was through a closed-circuit television footage they had obtained. It showed a motorcycle riding tandem on Pajero Street at around 4 a.m. on Dec. 26.
“As if we could make up such stories,” Bernadette said. “That–s what the police said and that’s what people here are saying.”
Karl’s shooting had no witnesses except for the Nuñez couple, who could not identify the assailants as both were wearing helmets.
When news reached her in Dubai that teens ended up killed on the streets back in the Philippines, Bernadette was quick to warn her children, especially Karl.
“I always told him to be careful because anyone could be killed,” she said. “He reassured me that he was fine, that he was not into drugs or anything. That he was a law-abiding citizen. But God, look at what happened to him?”
What took up most of Karl’s time was playing basketball. His friends called him “most valuable player” and he was waiting for him to be selected as a varsity team member at Arellano University, where he was in his second year as a Hotel and Restaurant Management major.
At other times, he would be riding his motorcycle with other motorcycle enthusiasts. While on the road, Bernadette said, Karl would be helping those who had met accidents as he was also a volunteer rescuer.
He even planned on running for the next Sangguninang Kabataan elections as he would want to help more people in their community, his mother said.
“We just can’t accept the fact that our son’s life was lost just like that,” she said. “Why did they slaughter him like a pig? He wasn’t a criminal.”
Hundreds of friends and those whom Karl had helped flocked to the Nuñez house, sharing stories of him, until the wee hours of Sunday.


“I am at peace, because he was loved by everyone,” Bernadette said.
In one of the tables, Karl’s former classmates aty Sun Valley National High School were sharing food and drinks.
They had posted a a sketch of Karl on a seat, as if Karl was with them.
“Karl kept bugging us that we should have a reunion as early as possible,” said his friend Mark, who had traveled from Rizal. “We did it. It’s just unfortunate that it was on his wake.”
Last Christmas, Karl and Bernadette completed the nine-day Simbang Gabi, a novena of Masses that ended on Christmas Eve.
According an old saying, those who complete the nine-day series of Masses Old will have their wish granted.
“After the Mass, I asked Tutoy what his wish was,” Bernadette recalled. “At first he said it was a secret, but later on gave in and told me: ‘I just don’t want to see you cry anymore.’ And he just fell asleep on my lap while scratching his back.”
“Justice here in our country is elusive, but I believe Tutoy will be true to his wish,” she said. /atm
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/956122/former-drug-user-shot-dead-in-caloocan-city,Former drug user shot dead in Caloocan City,"06:09 AM December 30, 2017","A man alleged to have been a former drug user was shot dead by motorcycle-riding suspects in northern Caloocan City on Friday , police said.
Police identified the victim as Franklin Doloricon, 32, a delivery driver from Barangay 178, Camarin.
ADVERTISEMENT







Doloricon was walking along La Loma Street in Barangay 178 on his way to work at around 4:30 a.m. when two unidentified suspects onboard a motorcycle shot him several times, said PO1 Eddielou Alon, the investigator on the case.
Doloricon died on the spot.FEATURED STORIES
NEWSINFO
Senate panel report: PhilHealth exec ‘getting a lap dance’ during birthday bash

NEWSINFO
Duterte says his Barrett’s esophagus may worsen to stage 1 cancer

NEWSINFO
Plunder eyed vs ex-PhilHealth exec, Manila Archdiocese, hospital over ‘missing’ P170M

The suspects remained at large, Alon added.
Recovered from the scene were two deformed bullets and three empty shells from a .45-caliber pistol. 
Police have yet to establish a motive for the killing.
But barangay officials alleged that Doloricon was a known former drug dependent, though it was not clear whether he was on the watch list for drug suspects, Alon said. —Krixia Subingsubing
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
https://newsinfo.inquirer.net/945522/another-tokhang-surrenderer-killed,Another ‘Tokhang’ surrenderer killed,"06:45 AM November 16, 2017","A drug suspect who earlier surrendered under the government’s “Oplan Tokhang” campaign was shot dead inside his Quezon City residence on Wednesday.
Adrian Tresvalles Galang, a 39-year-old cab driver, was sleeping around 1 a.m. in his house on Kalayaan C, Libis Extension, Barangay Batasan Hills, when shot by the still-unidentified gunman several times.
ADVERTISEMENT







The police district director, Chief Supt. Guillermo Eleazar, said  Galang’s live-in partner told the police that the victim  had a history of drug use. —Jhesset O. Enano
Subscribe to INQUIRER PLUS to get access to The Philippine Daily Inquirer & other 70+ titles, share up to 5 gadgets, listen to the news, download as early as 4am & share articles on social media. Call 896 6000.
We use cookies to ensure you get the best experience on our website. By continuing, you are agreeing to our use of cookies. To find out more, please click this link."
